id,cliente_sexo,loja_cidade,produto_produto,produto_valor,cliente_idade,promoção,pg
1902,M,Rio_de_Janeiro,laptop_básico,2300.0,47,0,0
1903,M,Rio_de_Janeiro,teclado,30.0,61,0,1
1904,M,Santa_Catarina,laptop_básico,2300.0,48,0,1
1905,M,Palmas,laptop_básico,2300.0,37,1,1
1906,F,Palmas,xxx_231a,321.1352,45,0,1
1907,M,São_Paulo,laptop_básico,2300.0,51,1,1
1908,M,Rio_de_Janeiro,laptop_básico,2300.0,51,1,1
1909,M,Curitiba,laptop_básico,2300.0,69,1,1
1910,M,Rio_de_Janeiro,mesa,860.0,54,0,0
1911,M,Rio_de_Janeiro,laptop_gamer,5300.0,58,0,1
1912,F,Santa_Catarina,laptop_básico,2300.0,86,1,1
1913,F,São_Paulo,laptop_básico,2300.0,29,0,1
1914,F,Palmas,laptop_básico,2300.0,38,0,1
1915,F,Rio_de_Janeiro,laptop_básico,2300.0,84,0,0
1916,F,Santa_Catarina,laptop_básico,2300.0,38,0,0
1917,F,Rio_de_Janeiro,laptop_básico,2300.0,55,1,1
1918,M,Rio_de_Janeiro,impressora,700.0,86,1,0
1919,M,Santa_Catarina,laptop_básico,2300.0,26,0,1
1920,M,Rio_de_Janeiro,laptop_gamer,5300.0,52,1,1
1921,M,Recife,laptop_básico,2300.0,49,0,1
1922,M,Rio_de_Janeiro,mesa,860.0,49,0,0
1923,M,Rio_de_Janeiro,impressora,700.0,54,0,0
1924,M,Rio_de_Janeiro,laptop_básico,2300.0,73,0,0
1925,M,Recife,impressora,700.0,39,1,1
1926,F,Rio_de_Janeiro,cadeira,540.0,37,1,1
1927,F,Rio_de_Janeiro,mesa,860.0,27,0,0
1928,F,Rio_de_Janeiro,laptop_básico,2300.0,56,0,0
1929,F,Rio_de_Janeiro,laptop_básico,2300.0,35,0,0
1930,M,São_Paulo,laptop_básico,2300.0,69,0,1
1931,F,Brasília,teclado,30.0,20,0,0
1932,F,Brasília,laptop_básico,2300.0,71,1,1
1933,M,Belo_Horizonte,carregador,150.0,75,1,1
1934,F,Rio_de_Janeiro,laptop_básico,2300.0,37,0,0
1935,F,Curitiba,laptop_básico,2300.0,83,0,0
1936,M,Rio_de_Janeiro,carregador,150.0,49,0,0
1937,M,Brasília,carregador,150.0,33,1,1
1938,M,Rio_de_Janeiro,monitor,1500.0,34,0,0
1939,F,Santa_Catarina,xxx_231a,321.1352,37,0,1
1940,F,Brasília,teclado,30.0,75,0,1
1941,F,Curitiba,laptop_básico,2300.0,23,0,1
1942,M,Palmas,laptop_gamer,5300.0,82,0,1
1943,M,Rio_de_Janeiro,cadeira,540.0,29,1,1
1944,F,Palmas,cadeira,540.0,55,0,1
1945,F,Santa_Catarina,mouse,20.0,36,1,1
1946,M,Curitiba,laptop_gamer,5300.0,47,0,0
1947,M,Brasília,laptop_gamer,5300.0,71,0,0
1948,M,Rio_de_Janeiro,teclado,30.0,58,0,0
1949,F,Brasília,laptop_gamer,5300.0,27,0,1
1950,M,Brasília,laptop_básico,2300.0,38,1,1
1951,M,Rio_de_Janeiro,laptop_básico,2300.0,50,1,1
1952,F,Recife,teclado,30.0,23,0,1
1953,F,Rio_de_Janeiro,teclado,30.0,87,1,0
1954,F,Palmas,laptop_básico,2300.0,40,1,1
1955,F,Belo_Horizonte,laptop_básico,2300.0,62,0,1
1956,F,Vitória,mesa,860.0,52,1,1
1957,F,Rio_de_Janeiro,carregador,150.0,86,0,0
1958,F,Vitória,teclado,30.0,33,0,1
1959,F,Salvador,laptop_básico,2300.0,56,1,1
1960,F,Belo_Horizonte,mesa,860.0,47,0,1
1961,F,Rio_de_Janeiro,laptop_básico,2300.0,35,1,0
1962,F,Vitória,xxx_231a,321.1352,82,0,1
1963,F,Recife,teclado,30.0,38,1,1
1964,M,Rio_de_Janeiro,xxx_231a,321.1352,61,1,0
1965,F,Rio_de_Janeiro,laptop_básico,2300.0,20,0,0
1966,M,Rio_de_Janeiro,mesa,860.0,85,1,0
1967,F,Rio_de_Janeiro,mesa,860.0,76,0,0
1968,M,Rio_de_Janeiro,impressora,700.0,63,0,0
1969,M,São_Paulo,mesa,860.0,68,1,1
1970,F,Recife,laptop_gamer,5300.0,79,1,1
1971,F,Rio_de_Janeiro,carregador,150.0,25,0,0
1972,O,Santa_Catarina,laptop_gamer,5300.0,25,0,0
1973,M,Vitória,monitor,1500.0,75,0,1
1974,F,Recife,monitor,1500.0,63,0,1
1975,F,Rio_de_Janeiro,monitor,1500.0,87,1,1
1976,F,Rio_de_Janeiro,teclado,30.0,43,0,0
1977,M,Curitiba,xxx_231a,321.1352,49,1,1
1978,F,Rio_de_Janeiro,mouse,20.0,76,0,0
1979,F,Vitória,cadeira,540.0,26,0,1
1980,M,São_Paulo,laptop_básico,2300.0,51,1,1
1981,F,Palmas,carregador,150.0,26,0,1
1982,M,Curitiba,laptop_básico,2300.0,29,0,1
1983,M,Rio_de_Janeiro,laptop_básico,2300.0,48,0,1
1984,F,Palmas,impressora,700.0,87,0,1
1985,F,Brasília,cadeira,540.0,62,1,1
1986,M,Curitiba,laptop_básico,2300.0,82,0,1
1987,F,Brasília,laptop_básico,2300.0,33,0,1
1988,M,Rio_de_Janeiro,xxx_231a,321.1352,45,0,0
1989,F,Salvador,laptop_básico,2300.0,42,0,1
1990,M,Rio_de_Janeiro,impressora,700.0,45,0,0
1991,F,Salvador,laptop_gamer,5300.0,63,0,0
1992,M,Brasília,xxx_231a,321.1352,71,0,1
1993,M,Santa_Catarina,impressora,700.0,81,0,1
1994,M,Salvador,laptop_básico,2300.0,86,0,1
1995,F,Curitiba,laptop_básico,2300.0,79,1,1
1996,M,São_Paulo,xxx_231a,321.1352,74,1,1
1997,F,Recife,teclado,30.0,20,0,0
1998,F,Palmas,mesa,860.0,72,0,1
1999,M,Rio_de_Janeiro,laptop_básico,2300.0,82,1,1
2000,F,Brasília,laptop_básico,2300.0,41,0,1
2001,M,Curitiba,mouse,20.0,59,0,1
2002,O,Salvador,teclado,30.0,48,1,1
2003,F,Brasília,monitor,1500.0,64,0,1
2004,F,Curitiba,mesa,860.0,63,1,1
2005,F,Palmas,monitor,1500.0,26,1,1
2006,M,Salvador,laptop_básico,2300.0,53,0,1
2007,F,Rio_de_Janeiro,laptop_básico,2300.0,23,1,1
2008,M,Brasília,xxx_231a,321.1352,24,0,1
2009,M,Rio_de_Janeiro,carregador,150.0,22,1,0
2010,F,Curitiba,mesa,860.0,43,0,1
2011,M,Salvador,carregador,150.0,55,0,1
2012,F,Belo_Horizonte,laptop_gamer,5300.0,27,0,0
2013,M,Salvador,mouse,20.0,72,1,1
2014,M,Recife,laptop_básico,2300.0,46,1,1
2015,F,Rio_de_Janeiro,laptop_gamer,5300.0,37,1,0
2016,M,Curitiba,laptop_básico,2300.0,65,1,1
2017,M,Rio_de_Janeiro,laptop_básico,2300.0,47,0,0
2018,F,Brasília,laptop_básico,2300.0,40,0,1
2019,F,Curitiba,laptop_gamer,5300.0,51,0,0
2020,M,Rio_de_Janeiro,mesa,860.0,33,0,0
2021,F,Santa_Catarina,laptop_básico,2300.0,69,1,1
2022,F,Recife,laptop_básico,2300.0,26,1,1
2023,M,Salvador,monitor,1500.0,41,1,1
2024,M,Brasília,carregador,150.0,67,0,1
2025,M,Rio_de_Janeiro,mouse,20.0,88,0,1
2026,F,Salvador,laptop_básico,2300.0,64,1,1
2027,M,Curitiba,impressora,700.0,71,0,1
2028,M,Brasília,cadeira,540.0,65,1,1
2029,M,Rio_de_Janeiro,teclado,30.0,31,1,0
2030,M,São_Paulo,laptop_básico,2300.0,32,0,0
2031,M,Brasília,monitor,1500.0,65,1,0
2032,F,Belo_Horizonte,carregador,150.0,39,1,1
2033,M,Recife,laptop_básico,2300.0,69,1,1
2034,M,Belo_Horizonte,laptop_básico,2300.0,38,0,1
2035,F,Recife,laptop_gamer,5300.0,85,1,0
2036,M,Recife,mouse,20.0,40,0,1
2037,F,Rio_de_Janeiro,laptop_básico,2300.0,26,1,1
2038,F,Rio_de_Janeiro,laptop_básico,2300.0,64,0,1
2039,F,Vitória,mesa,860.0,79,0,0
2040,M,Rio_de_Janeiro,laptop_básico,2300.0,24,0,0
2041,F,Rio_de_Janeiro,carregador,150.0,82,0,1
2042,F,Curitiba,mouse,20.0,58,0,1
2043,F,Vitória,monitor,1500.0,63,1,1
2044,F,Rio_de_Janeiro,teclado,30.0,54,0,0
2045,M,Palmas,mouse,20.0,32,0,1
2046,M,Santa_Catarina,laptop_básico,2300.0,42,1,1
2047,M,Rio_de_Janeiro,laptop_básico,2300.0,38,1,0
2048,M,Belo_Horizonte,teclado,30.0,26,0,0
2049,F,Belo_Horizonte,teclado,30.0,65,1,1
2050,M,Brasília,monitor,1500.0,73,0,1
2051,F,Recife,carregador,150.0,48,0,1
2052,M,Palmas,laptop_básico,2300.0,83,1,1
2053,M,Rio_de_Janeiro,laptop_básico,2300.0,82,0,0
2054,F,Curitiba,cadeira,540.0,27,1,1
2055,F,Recife,monitor,1500.0,51,0,1
2056,M,Palmas,cadeira,540.0,69,0,1
2057,F,Vitória,mouse,20.0,46,0,1
2058,M,Salvador,laptop_básico,2300.0,71,1,1
2059,F,Recife,laptop_básico,2300.0,25,1,1
2060,M,Recife,laptop_gamer,5300.0,57,0,1
2061,M,Rio_de_Janeiro,impressora,700.0,66,0,0
2062,M,Rio_de_Janeiro,laptop_básico,2300.0,37,0,1
2063,F,Brasília,impressora,700.0,69,0,1
2064,F,Recife,mesa,860.0,78,0,1
2065,M,Palmas,mesa,860.0,71,0,1
2066,F,São_Paulo,impressora,700.0,24,0,1
2067,M,Rio_de_Janeiro,laptop_básico,2300.0,85,1,1
2068,F,Rio_de_Janeiro,cadeira,540.0,56,1,1
2069,F,Belo_Horizonte,carregador,150.0,38,1,1
2070,M,Recife,laptop_básico,2300.0,69,1,1
2071,M,Brasília,laptop_básico,2300.0,35,0,1
2072,F,Vitória,laptop_básico,2300.0,37,1,1
2073,M,Belo_Horizonte,laptop_básico,2300.0,45,1,0
2074,F,Curitiba,laptop_básico,2300.0,81,1,1
2075,F,Belo_Horizonte,teclado,30.0,33,0,0
2076,M,Brasília,monitor,1500.0,72,0,1
2077,M,Curitiba,xxx_231a,321.1352,74,1,1
2078,M,Curitiba,laptop_básico,2300.0,57,0,1
2079,M,Palmas,teclado,30.0,27,1,1
2080,M,São_Paulo,monitor,1500.0,58,0,1
2081,F,Vitória,laptop_básico,2300.0,38,1,1
2082,M,Belo_Horizonte,impressora,700.0,61,0,1
2083,F,Salvador,xxx_231a,321.1352,55,0,1
2084,M,Salvador,carregador,150.0,61,1,1
2085,F,Salvador,laptop_básico,2300.0,26,0,1
2086,M,Curitiba,laptop_básico,2300.0,88,0,1
2087,F,Recife,laptop_básico,2300.0,32,0,1
2088,M,Brasília,laptop_básico,2300.0,25,0,1
2089,M,Belo_Horizonte,laptop_básico,2300.0,38,1,1
2090,M,São_Paulo,laptop_básico,2300.0,62,1,1
2091,M,Rio_de_Janeiro,laptop_básico,2300.0,81,0,0
2092,F,Santa_Catarina,mouse,20.0,82,1,1
2093,F,Rio_de_Janeiro,laptop_básico,2300.0,25,0,1
2094,M,Rio_de_Janeiro,laptop_básico,2300.0,39,1,0
2095,F,Recife,laptop_básico,2300.0,35,0,1
2096,M,Rio_de_Janeiro,monitor,1500.0,71,0,0
2097,M,Rio_de_Janeiro,impressora,700.0,63,0,0
2098,F,Rio_de_Janeiro,mouse,20.0,71,0,1
2099,F,Vitória,laptop_básico,2300.0,20,0,0
2100,F,São_Paulo,laptop_básico,2300.0,83,0,1
2101,M,Recife,laptop_básico,2300.0,30,0,1
2102,M,Rio_de_Janeiro,laptop_básico,2300.0,52,1,0
2103,M,Recife,laptop_básico,2300.0,73,0,1
2104,F,Brasília,xxx_231a,321.1352,76,0,1
2105,F,Rio_de_Janeiro,laptop_básico,2300.0,55,1,0
2106,F,Santa_Catarina,laptop_básico,2300.0,40,0,1
2107,F,Rio_de_Janeiro,carregador,150.0,86,0,1
2108,F,Belo_Horizonte,carregador,150.0,84,1,1
2109,M,Belo_Horizonte,mesa,860.0,53,1,1
2110,M,Curitiba,mouse,20.0,65,1,1
2111,F,Santa_Catarina,laptop_básico,2300.0,52,0,1
2112,F,Belo_Horizonte,cadeira,540.0,77,0,1
2113,M,Recife,mouse,20.0,38,0,0
2114,F,Brasília,laptop_gamer,5300.0,63,0,0
2115,M,Rio_de_Janeiro,cadeira,540.0,58,0,1
2116,F,Santa_Catarina,laptop_básico,2300.0,35,0,1
2117,F,Rio_de_Janeiro,laptop_básico,2300.0,33,0,1
2118,F,Rio_de_Janeiro,carregador,150.0,78,0,0
2119,M,Rio_de_Janeiro,laptop_básico,2300.0,57,1,1
2120,F,São_Paulo,laptop_gamer,5300.0,63,1,1
2121,F,Salvador,laptop_básico,2300.0,47,1,1
2122,F,Recife,mesa,860.0,26,0,1
2123,F,Vitória,teclado,30.0,53,0,0
2124,M,São_Paulo,xxx_231a,321.1352,59,1,1
2125,F,Brasília,teclado,30.0,87,0,1
2126,F,Santa_Catarina,carregador,150.0,32,0,1
2127,M,Vitória,monitor,1500.0,87,0,0
2128,M,Santa_Catarina,laptop_básico,2300.0,28,0,1
2129,F,Rio_de_Janeiro,laptop_básico,2300.0,76,0,1
2130,F,Santa_Catarina,laptop_básico,2300.0,88,1,1
2131,F,Rio_de_Janeiro,laptop_básico,2300.0,75,0,0
2132,F,Salvador,xxx_231a,321.1352,42,0,1
2133,F,Curitiba,mesa,860.0,29,1,1
2134,F,São_Paulo,teclado,30.0,36,1,1
2135,M,Rio_de_Janeiro,laptop_básico,2300.0,88,0,0
2136,F,Recife,laptop_básico,2300.0,38,1,1
2137,M,Santa_Catarina,impressora,700.0,64,0,1
2138,M,Palmas,laptop_básico,2300.0,84,0,1
2139,M,Rio_de_Janeiro,mesa,860.0,75,0,0
2140,F,Belo_Horizonte,laptop_básico,2300.0,73,1,1
2141,M,Palmas,mesa,860.0,81,0,1
2142,M,Recife,mouse,20.0,53,0,1
2143,M,Rio_de_Janeiro,laptop_básico,2300.0,62,1,0
2144,F,São_Paulo,laptop_básico,2300.0,43,1,1
2145,M,São_Paulo,teclado,30.0,35,0,1
2146,M,Belo_Horizonte,laptop_básico,2300.0,43,1,0
2147,M,Palmas,impressora,700.0,88,0,1
2148,M,Rio_de_Janeiro,laptop_básico,2300.0,47,0,1
2149,M,Vitória,laptop_básico,2300.0,24,0,1
2150,M,Brasília,monitor,1500.0,21,0,0
2151,M,Palmas,xxx_231a,321.1352,72,1,1
2152,F,Rio_de_Janeiro,xxx_231a,321.1352,66,0,0
2153,F,Vitória,carregador,150.0,51,1,1
2154,F,Curitiba,laptop_básico,2300.0,39,0,0
2155,F,Rio_de_Janeiro,carregador,150.0,24,1,0
2156,M,Rio_de_Janeiro,teclado,30.0,83,0,0
2157,F,Curitiba,teclado,30.0,22,1,1
2158,F,Vitória,mouse,20.0,64,1,1
2159,F,Rio_de_Janeiro,mesa,860.0,43,0,0
2160,F,Rio_de_Janeiro,laptop_básico,2300.0,59,0,1
2161,M,Rio_de_Janeiro,impressora,700.0,20,0,1
2162,F,Rio_de_Janeiro,laptop_básico,2300.0,26,0,1
2163,M,Rio_de_Janeiro,laptop_básico,2300.0,78,0,0
2164,F,Rio_de_Janeiro,laptop_básico,2300.0,84,0,0
2165,M,São_Paulo,laptop_básico,2300.0,33,0,1
2166,M,Rio_de_Janeiro,laptop_básico,2300.0,63,1,1
2167,M,Rio_de_Janeiro,laptop_básico,2300.0,72,0,1
2168,F,Brasília,teclado,30.0,42,0,1
2169,M,Rio_de_Janeiro,xxx_231a,321.1352,24,0,0
2170,M,Curitiba,laptop_básico,2300.0,41,0,1
2171,M,Vitória,xxx_231a,321.1352,54,1,1
2172,F,Rio_de_Janeiro,impressora,700.0,21,0,1
2173,F,São_Paulo,laptop_gamer,5300.0,37,0,0
2174,F,Salvador,teclado,30.0,26,0,1
2175,M,Brasília,laptop_básico,2300.0,58,0,1
2176,F,Rio_de_Janeiro,laptop_básico,2300.0,55,0,1
2177,M,Brasília,monitor,1500.0,25,1,1
2178,M,Rio_de_Janeiro,impressora,700.0,71,0,1
2179,F,Rio_de_Janeiro,laptop_básico,2300.0,46,1,0
2180,M,Brasília,impressora,700.0,43,0,1
2181,F,Palmas,laptop_básico,2300.0,63,1,1
2182,M,Belo_Horizonte,impressora,700.0,54,1,1
2183,F,Recife,cadeira,540.0,65,0,1
2184,M,Belo_Horizonte,mesa,860.0,54,0,1
2185,F,Curitiba,impressora,700.0,63,0,1
2186,F,Curitiba,laptop_básico,2300.0,49,0,1
2187,F,São_Paulo,impressora,700.0,38,0,1
2188,M,Rio_de_Janeiro,laptop_básico,2300.0,86,0,0
2189,M,Vitória,carregador,150.0,82,0,1
2190,M,Rio_de_Janeiro,laptop_básico,2300.0,85,0,1
2191,M,Santa_Catarina,laptop_gamer,5300.0,55,0,0
2192,F,Santa_Catarina,laptop_básico,2300.0,65,0,0
2193,M,Vitória,carregador,150.0,71,0,0
2194,M,Vitória,laptop_básico,2300.0,85,0,1
2195,M,Brasília,mouse,20.0,44,1,1
2196,M,Rio_de_Janeiro,laptop_gamer,5300.0,50,0,1
2197,M,Rio_de_Janeiro,laptop_gamer,5300.0,58,0,0
2198,F,Curitiba,impressora,700.0,40,0,1
2199,F,Rio_de_Janeiro,laptop_básico,2300.0,77,0,0
2200,F,Santa_Catarina,xxx_231a,321.1352,33,0,1
2201,M,Salvador,laptop_básico,2300.0,48,0,1
2202,M,Rio_de_Janeiro,laptop_básico,2300.0,74,1,1
2203,F,Rio_de_Janeiro,laptop_básico,2300.0,57,1,1
2204,M,Rio_de_Janeiro,impressora,700.0,51,0,0
2205,F,Rio_de_Janeiro,laptop_básico,2300.0,79,0,1
2206,M,Palmas,laptop_básico,2300.0,30,0,1
2207,M,Salvador,carregador,150.0,69,1,1
2208,M,Brasília,laptop_básico,2300.0,75,0,1
2209,M,São_Paulo,xxx_231a,321.1352,71,1,1
2210,M,São_Paulo,laptop_básico,2300.0,62,0,1
2211,M,Rio_de_Janeiro,monitor,1500.0,57,0,1
2212,M,Curitiba,laptop_básico,2300.0,47,0,1
2213,M,Vitória,impressora,700.0,55,1,1
2214,F,Brasília,impressora,700.0,75,0,1
2215,M,Santa_Catarina,carregador,150.0,61,0,1
2216,F,Santa_Catarina,teclado,30.0,43,0,1
2217,M,Rio_de_Janeiro,laptop_básico,2300.0,71,1,1
2218,M,Belo_Horizonte,xxx_231a,321.1352,71,0,1
2219,M,Belo_Horizonte,monitor,1500.0,55,0,1
2220,M,Salvador,mesa,860.0,54,1,1
2221,M,Palmas,laptop_gamer,5300.0,46,1,0
2222,F,Rio_de_Janeiro,carregador,150.0,82,0,1
2223,M,São_Paulo,xxx_231a,321.1352,47,0,1
2224,F,Belo_Horizonte,laptop_gamer,5300.0,40,0,0
2225,M,São_Paulo,cadeira,540.0,37,0,1
2226,F,Belo_Horizonte,laptop_básico,2300.0,46,0,1
2227,F,Rio_de_Janeiro,laptop_gamer,5300.0,76,1,1
2228,F,Vitória,mouse,20.0,23,1,1
2229,M,Rio_de_Janeiro,mouse,20.0,66,0,0
2230,M,Rio_de_Janeiro,laptop_básico,2300.0,52,0,1
2231,F,Belo_Horizonte,laptop_básico,2300.0,44,1,1
2232,M,Brasília,laptop_básico,2300.0,78,0,0
2233,F,Rio_de_Janeiro,laptop_básico,2300.0,42,0,1
2234,M,Recife,laptop_básico,2300.0,66,0,1
2235,M,Brasília,laptop_básico,2300.0,46,0,1
2236,F,Salvador,mesa,860.0,58,1,1
2237,M,Belo_Horizonte,laptop_básico,2300.0,28,0,1
2238,M,Vitória,laptop_gamer,5300.0,45,1,1
2239,M,Santa_Catarina,impressora,700.0,66,0,1
2240,F,Rio_de_Janeiro,laptop_básico,2300.0,35,0,1
2241,M,Belo_Horizonte,xxx_231a,321.1352,48,0,0
2242,M,Rio_de_Janeiro,carregador,150.0,41,1,1
2243,M,Rio_de_Janeiro,monitor,1500.0,73,0,0
2244,M,Palmas,xxx_231a,321.1352,21,0,1
2245,F,Rio_de_Janeiro,xxx_231a,321.1352,26,0,0
2246,F,Salvador,mesa,860.0,86,1,1
2247,M,Rio_de_Janeiro,laptop_básico,2300.0,58,0,0
2248,F,São_Paulo,cadeira,540.0,46,0,1
2249,M,Rio_de_Janeiro,laptop_básico,2300.0,77,1,1
2250,F,Rio_de_Janeiro,impressora,700.0,82,0,1
2251,F,Rio_de_Janeiro,laptop_básico,2300.0,71,1,1
2252,F,Vitória,laptop_básico,2300.0,45,1,1
2253,F,Rio_de_Janeiro,laptop_básico,2300.0,72,0,0
2254,F,Santa_Catarina,cadeira,540.0,32,1,1
2255,F,Curitiba,laptop_básico,2300.0,41,0,1
2256,F,Rio_de_Janeiro,laptop_básico,2300.0,33,0,0
2257,M,Rio_de_Janeiro,laptop_básico,2300.0,85,0,1
2258,F,Palmas,impressora,700.0,44,1,1
2259,F,Belo_Horizonte,laptop_básico,2300.0,51,0,1
2260,M,Palmas,laptop_gamer,5300.0,55,0,0
2261,M,Rio_de_Janeiro,laptop_básico,2300.0,38,0,0
2262,M,Salvador,mouse,20.0,66,1,1
2263,M,Belo_Horizonte,mesa,860.0,37,0,1
2264,M,Salvador,laptop_básico,2300.0,64,0,1
2265,F,Vitória,carregador,150.0,23,0,1
2266,M,Rio_de_Janeiro,laptop_básico,2300.0,66,1,0
2267,F,Rio_de_Janeiro,mesa,860.0,59,0,0
2268,M,Rio_de_Janeiro,laptop_básico,2300.0,76,0,1
2269,M,Vitória,laptop_básico,2300.0,31,0,1
2270,F,Rio_de_Janeiro,laptop_básico,2300.0,72,0,0
2271,F,Belo_Horizonte,mesa,860.0,38,1,0
2272,F,Brasília,laptop_básico,2300.0,44,0,1
2273,M,Rio_de_Janeiro,laptop_básico,2300.0,49,0,0
2274,M,Rio_de_Janeiro,monitor,1500.0,74,1,0
2275,F,Belo_Horizonte,cadeira,540.0,32,1,1
2276,F,Rio_de_Janeiro,laptop_básico,2300.0,36,0,1
2277,M,Brasília,laptop_básico,2300.0,23,1,1
2278,M,Rio_de_Janeiro,impressora,700.0,76,0,0
2279,M,Curitiba,laptop_básico,2300.0,66,0,1
2280,M,São_Paulo,laptop_básico,2300.0,72,1,1
2281,M,Rio_de_Janeiro,carregador,150.0,34,0,1
2282,F,Brasília,carregador,150.0,51,0,1
2283,F,Recife,carregador,150.0,70,1,0
2284,F,Rio_de_Janeiro,mesa,860.0,53,0,1
2285,M,Brasília,laptop_gamer,5300.0,86,0,0
2286,F,Rio_de_Janeiro,laptop_básico,2300.0,20,1,0
2287,M,Salvador,monitor,1500.0,62,1,1
2288,M,São_Paulo,laptop_básico,2300.0,77,1,1
2289,F,Rio_de_Janeiro,laptop_básico,2300.0,63,0,1
2290,M,São_Paulo,monitor,1500.0,70,1,1
2291,F,Palmas,xxx_231a,321.1352,20,1,1
2292,F,Santa_Catarina,laptop_básico,2300.0,51,0,1
2293,F,Rio_de_Janeiro,cadeira,540.0,20,0,0
2294,F,Recife,mesa,860.0,83,0,1
2295,M,Palmas,laptop_básico,2300.0,82,0,1
2296,M,Santa_Catarina,laptop_básico,2300.0,31,1,1
2297,F,Rio_de_Janeiro,laptop_básico,2300.0,45,0,1
2298,F,Salvador,laptop_básico,2300.0,88,1,1
2299,F,Rio_de_Janeiro,teclado,30.0,52,1,0
2300,F,Rio_de_Janeiro,teclado,30.0,40,1,1
2301,F,Rio_de_Janeiro,laptop_básico,2300.0,58,0,0
2302,M,Santa_Catarina,laptop_básico,2300.0,34,0,1
2303,F,Rio_de_Janeiro,laptop_básico,2300.0,55,1,1
2304,F,Palmas,laptop_gamer,5300.0,64,0,0
2305,F,São_Paulo,laptop_básico,2300.0,77,0,1
2306,F,Recife,laptop_básico,2300.0,34,1,1
2307,F,Recife,laptop_básico,2300.0,55,1,1
2308,M,São_Paulo,teclado,30.0,84,0,1
2309,F,Vitória,xxx_231a,321.1352,54,0,1
2310,M,Vitória,teclado,30.0,48,1,1
2311,M,Recife,laptop_básico,2300.0,62,0,1
2312,M,Vitória,teclado,30.0,75,0,0
2313,M,São_Paulo,laptop_básico,2300.0,59,1,1
2314,M,Rio_de_Janeiro,xxx_231a,321.1352,68,0,0
2315,F,Recife,impressora,700.0,39,1,1
2316,M,Salvador,impressora,700.0,61,0,1
2317,M,Curitiba,laptop_básico,2300.0,85,0,1
2318,M,Palmas,xxx_231a,321.1352,50,1,1
2319,M,Brasília,laptop_básico,2300.0,28,1,1
2320,M,Rio_de_Janeiro,laptop_básico,2300.0,66,0,1
2321,F,Palmas,mesa,860.0,47,1,1
2322,M,Rio_de_Janeiro,laptop_básico,2300.0,27,0,0
2323,F,Salvador,laptop_básico,2300.0,61,0,1
2324,F,Rio_de_Janeiro,mesa,860.0,25,0,1
2325,F,Rio_de_Janeiro,laptop_básico,2300.0,37,0,0
2326,M,Santa_Catarina,monitor,1500.0,64,0,1
2327,M,Recife,laptop_básico,2300.0,35,1,1
2328,F,Brasília,carregador,150.0,50,1,1
2329,F,Curitiba,laptop_gamer,5300.0,20,0,1
2330,M,Recife,cadeira,540.0,45,0,1
2331,M,Recife,cadeira,540.0,25,1,1
2332,F,Rio_de_Janeiro,laptop_básico,2300.0,46,1,1
2333,F,Rio_de_Janeiro,monitor,1500.0,35,0,0
2334,M,Curitiba,cadeira,540.0,43,0,1
2335,F,Salvador,xxx_231a,321.1352,51,1,1
2336,F,Brasília,impressora,700.0,73,0,1
2337,M,Palmas,cadeira,540.0,75,0,1
2338,F,São_Paulo,laptop_básico,2300.0,40,0,1
2339,F,Belo_Horizonte,laptop_básico,2300.0,66,0,1
2340,F,Vitória,laptop_básico,2300.0,43,0,1
2341,F,Palmas,laptop_básico,2300.0,40,1,1
2342,M,Santa_Catarina,laptop_básico,2300.0,77,0,1
2343,F,Rio_de_Janeiro,laptop_básico,2300.0,82,0,0
2344,F,Vitória,laptop_básico,2300.0,44,0,1
2345,M,Santa_Catarina,mouse,20.0,75,1,1
2346,M,Brasília,mouse,20.0,24,0,1
2347,F,Palmas,laptop_básico,2300.0,65,0,1
2348,F,Rio_de_Janeiro,laptop_básico,2300.0,39,1,0
2349,F,Rio_de_Janeiro,cadeira,540.0,70,0,0
2350,M,Belo_Horizonte,laptop_gamer,5300.0,27,0,0
2351,M,Rio_de_Janeiro,xxx_231a,321.1352,48,0,0
2352,F,Vitória,laptop_básico,2300.0,37,1,1
2353,F,Rio_de_Janeiro,xxx_231a,321.1352,67,0,0
2354,F,Belo_Horizonte,laptop_básico,2300.0,23,1,1
2355,F,Palmas,mouse,20.0,67,0,1
2356,F,Rio_de_Janeiro,laptop_gamer,5300.0,45,1,0
2357,F,Salvador,laptop_básico,2300.0,85,1,1
2358,M,Rio_de_Janeiro,laptop_básico,2300.0,52,0,1
2359,F,Rio_de_Janeiro,laptop_básico,2300.0,63,0,1
2360,F,Belo_Horizonte,laptop_básico,2300.0,62,0,1
2361,F,Curitiba,laptop_básico,2300.0,33,0,0
2362,F,Belo_Horizonte,laptop_básico,2300.0,43,0,1
2363,M,Santa_Catarina,laptop_básico,2300.0,59,0,0
2364,M,Rio_de_Janeiro,laptop_básico,2300.0,61,0,0
2365,M,Rio_de_Janeiro,mouse,20.0,23,1,1
2366,M,Curitiba,laptop_básico,2300.0,28,1,1
2367,F,Salvador,laptop_básico,2300.0,29,0,1
2368,F,Rio_de_Janeiro,impressora,700.0,79,0,0
2369,F,Rio_de_Janeiro,monitor,1500.0,45,0,0
2370,F,Vitória,laptop_básico,2300.0,3,0,0
2371,M,Rio_de_Janeiro,laptop_básico,2300.0,23,1,1
2372,F,Belo_Horizonte,laptop_básico,2300.0,44,1,1
